from_x,from_y,to_x,to_y,time_cost,direction_penalty,angle_penalty,lateral_penalty,total_cost
179,51,180,50,0.7375,0.0000,1.9891,5.0193,7.7460
182,52,183,52,0.1000,1.0000,1.5955,9.4050,111.1004
182,52,182,53,0.1000,1.0000,0.1204,8.2575,108.4778
182,52,183,51,0.1414,0.0000,1.9970,6.9212,9.0596
178,52,178,51,0.4459,0.0000,1.8796,9.6333,11.9588
184,48,183,48,0.1000,0.0000,0.2790,1.4621,1.8411
184,48,185,48,0.1000,1.0000,1.7438,4.1810,106.0247
184,48,184,47,0.1000,0.0000,1.6685,1.5930,3.3615
184,48,184,49,0.1000,1.0000,0.3071,4.3591,104.7662
184,48,183,47,0.1414,0.0000,0.9624,4.2324,5.3362
184,48,185,47,0.1414,0.0000,1.9969,1.5750,3.7133
184,48,185,49,0.1414,1.0000,1.0376,7.0816,108.2606
180,50,179,50,0.4693,0.0000,0.4389,8.2799,9.1881
180,50,180,49,0.4693,0.0000,1.7807,7.4527,9.7027
180,50,181,49,0.7920,0.0000,1.9970,4.3927,7.1817
183,48,182,48,0.4955,0.0000,0.2930,4.2974,5.0860
183,48,183,47,0.1000,0.0000,1.6800,4.2324,6.0124
183,48,182,47,0.6307,0.0000,0.9801,7.0195,8.6303
183,48,184,47,0.6307,0.0000,1.9986,1.5930,4.2223
183,48,184,49,0.7247,1.0000,1.0199,4.3591,106.1036
181,49,180,49,0.4693,0.0000,0.3751,7.4527,8.2971
181,49,181,48,0.4693,0.0000,1.7406,7.1024,9.3123
181,49,182,48,0.7920,0.0000,2.0000,4.2974,7.0895
182,53,182,54,0.1000,1.0000,0.0735,10.0057,110.1792
182,53,183,52,0.1414,0.0000,1.9891,9.4050,11.5355
183,50,184,50,0.1000,1.0000,1.6908,7.2346,109.0253
183,50,183,51,0.1000,1.0000,0.2403,6.9212,107.2615
183,50,184,49,0.1414,0.0000,1.9998,4.3591,6.5003
183,50,184,51,0.1414,1.0000,0.9515,9.9097,111.0026
185,47,184,47,0.1000,0.0000,0.2562,1.5930,1.9493
185,47,186,47,0.1000,1.0000,1.7675,3.7098,105.5772
185,47,185,46,0.1000,0.0000,1.6411,2.1044,3.8455
185,47,185,48,0.1000,1.0000,0.3315,4.1810,104.6125
185,47,184,46,0.1414,0.0000,0.9330,4.5993,5.6738
185,47,186,46,0.1414,0.0000,1.9952,0.6167,2.7533
185,47,186,48,0.1414,1.0000,1.0790,6.7813,108.0017
184,47,183,47,0.4955,0.0000,0.2668,4.2324,4.9947
184,47,184,46,0.1000,0.0000,1.6582,4.5993,6.3575
184,47,183,46,0.6307,0.0000,0.9468,7.1830,8.7604
184,47,185,46,0.6307,0.0000,1.9960,2.1044,4.7311
184,47,185,48,0.7247,1.0000,1.0532,4.1810,105.9589
182,48,181,48,0.4693,0.0000,0.3280,7.1024,7.8997
182,48,182,47,0.4693,0.0000,1.6929,7.0195,9.1818
182,48,181,47,0.1414,0.0000,1.0002,9.8664,11.0080
182,48,183,47,0.7920,0.0000,1.9993,4.2324,7.0237
186,46,185,46,0.1000,0.0000,0.2325,2.1044,2.4370
186,46,187,46,0.1000,1.0000,1.7779,3.2424,105.1203
186,46,186,45,0.1000,0.0000,1.6283,2.4964,4.2247
186,46,186,47,0.1000,1.0000,0.3589,3.7098,104.1687
186,46,185,45,0.1414,0.0000,0.9017,5.0465,6.0897
186,46,187,45,0.1414,0.0000,1.9937,1.0510,3.1861
186,46,187,47,0.1414,1.0000,1.0983,6.2685,107.5081
179,50,178,51,0.7375,1.0000,0.0417,9.6333,110.4124
179,50,180,49,0.7375,0.0000,1.9939,7.4527,10.1842
187,45,186,45,0.1000,0.0000,0.2221,2.4964,2.8185
187,45,188,45,0.1000,1.0000,1.7872,2.5133,104.4005
187,45,187,44,0.1000,0.0000,1.6167,3.2954,5.0121
187,45,187,46,0.1000,1.0000,0.3717,3.2424,103.7140
187,45,186,44,0.1414,0.0000,0.8880,5.6243,6.6537
187,45,188,44,0.1414,0.0000,1.9924,0.6847,2.8185
187,45,188,46,0.1414,1.0000,1.1169,5.6591,106.9175
183,47,182,47,0.4693,0.0000,0.2790,7.0195,7.7679
183,47,183,46,0.4693,0.0000,1.6685,7.1830,9.3208
183,47,182,46,0.1414,0.0000,0.9624,9.8892,10.9930
183,47,184,46,0.7920,0.0000,1.9978,4.5993,7.3891
185,46,184,46,0.4955,0.0000,0.2471,4.5993,5.3420
185,46,185,45,0.1000,0.0000,1.6342,5.0465,6.7807
185,46,184,45,0.6307,0.0000,0.9210,7.6432,9.1949
185,46,186,45,0.6307,0.0000,1.9944,2.4964,5.1214
185,46,186,47,0.7247,1.0000,1.0893,3.7098,105.5238
180,49,181,48,0.7375,0.0000,1.9988,7.1024,9.8387
184,49,185,49,0.1000,1.0000,1.7332,7.0816,108.9148
184,49,184,50,0.1000,1.0000,0.2769,7.2346,107.6115
184,49,185,48,0.1414,0.0000,1.9986,4.1810,6.3210
184,49,185,50,0.1414,1.0000,1.0199,9.9933,111.1546
183,51,184,51,0.1000,1.0000,1.6720,9.9097,111.6817
183,51,183,52,0.1000,1.0000,0.1966,9.4050,109.7016
183,51,184,50,0.1414,0.0000,1.9997,7.2346,9.3757
188,44,187,44,0.1000,0.0000,0.2128,3.2954,3.6082
188,44,189,44,0.1000,1.0000,1.7895,1.9283,103.8179
188,44,188,43,0.1000,0.0000,1.6137,3.8203,5.5340
188,44,188,45,0.1000,1.0000,0.3833,2.5133,102.9966
188,44,187,43,0.1414,0.0000,0.8769,6.3367,7.3551
188,44,189,43,0.1414,0.0000,1.9922,1.6286,3.7623
188,44,189,45,0.1414,1.0000,1.1231,4.9783,106.2428
181,48,181,47,0.4459,0.0000,1.7072,9.8664,12.0195
181,48,182,47,0.7375,0.0000,1.9998,7.0195,9.7569
186,45,185,45,0.4955,0.0000,0.2268,5.0465,5.7688
186,45,186,44,0.1000,0.0000,1.6235,5.6243,7.3477
186,45,185,44,0.6307,0.0000,0.8942,8.1210,9.6459
186,45,187,44,0.6307,0.0000,1.9927,3.2954,5.9188
186,45,187,46,0.7247,1.0000,1.1058,3.2424,105.0728
184,46,183,46,0.4693,0.0000,0.2562,7.1830,7.9086
184,46,184,45,0.4693,0.0000,1.6491,7.6432,9.7616
184,46,185,45,0.7920,0.0000,1.9952,5.0465,7.8337
189,43,188,43,0.1000,0.0000,0.2105,3.8203,4.1307
189,43,190,43,0.1000,1.0000,1.7871,1.2090,103.0962
189,43,189,42,0.1000,0.0000,1.6147,4.6461,6.3609
189,43,189,44,0.1000,1.0000,0.3863,1.9283,102.4146
189,43,188,42,0.1414,0.0000,0.8757,6.9811,7.9982
189,43,190,42,0.1414,0.0000,1.9932,2.0758,4.2104
189,43,190,44,0.1414,1.0000,1.1231,4.3037,105.5682
182,47,181,47,0.4459,0.0000,0.2930,9.8664,10.6053
182,47,182,46,0.4459,0.0000,1.6800,9.8892,12.0151
182,47,183,46,0.7375,0.0000,1.9986,7.1830,9.9191
187,44,186,44,0.4955,0.0000,0.2182,5.6243,6.3379
187,44,187,43,0.1000,0.0000,1.6147,6.3367,8.0515
187,44,186,43,0.6307,0.0000,0.8831,8.7649,10.2787
187,44,188,43,0.6307,0.0000,1.9922,3.8203,6.4432
187,44,188,45,0.7247,1.0000,1.1206,2.5133,104.3586
185,45,184,45,0.4693,0.0000,0.2393,7.6432,8.3518
185,45,185,44,0.4693,0.0000,1.6283,8.1210,10.2187
185,45,186,44,0.7920,0.0000,1.9937,5.6243,8.4100
183,52,184,51,0.1414,0.0000,1.9988,9.9097,12.0499
185,48,186,48,0.1000,1.0000,1.7607,6.7813,108.6421
185,48,185,49,0.1000,1.0000,0.3200,7.0816,107.5016
185,48,186,47,0.1414,0.0000,1.9960,3.7098,5.8472
185,48,186,49,0.1414,1.0000,1.0532,9.8195,111.0142
183,46,182,46,0.4459,0.0000,0.2668,9.8892,10.6019
183,46,184,45,0.7375,0.0000,1.9969,7.6432,10.3776
188,43,187,43,0.4955,0.0000,0.2112,6.3367,7.0435
188,43,188,42,0.1000,0.0000,1.6137,6.9811,8.6948
188,43,187,42,0.6307,0.0000,0.8757,9.4589,10.9652
188,43,189,42,0.6307,0.0000,1.9924,4.6461,7.2692
188,43,189,44,0.7247,1.0000,1.1243,1.9283,103.7773
190,42,189,42,0.1000,0.0000,0.2113,4.6461,4.9574
190,42,191,42,0.1000,1.0000,1.7811,0.6959,102.5770
190,42,190,41,0.1000,0.0000,1.6244,5.1850,6.9094
190,42,190,43,0.1000,1.0000,0.3832,1.2090,101.6922
190,42,189,41,0.1414,0.0000,0.8836,7.7316,8.7566
190,42,189,43,0.1414,1.0000,0.0078,1.6286,101.7778
190,42,191,41,0.1414,0.0000,1.9946,2.7845,4.9205
190,42,191,43,0.1414,1.0000,1.1164,3.5833,104.8411
189,42,188,42,0.1000,0.0000,0.2105,6.9811,7.2915
189,42,189,41,0.6660,0.0000,1.6200,7.7316,10.0176
189,42,189,43,0.6660,1.0000,0.3863,1.6286,102.6809
189,42,188,43,0.6929,1.0000,0.0078,3.8203,104.5209
189,42,190,41,1.0766,0.0000,1.9938,5.1850,8.2554
189,42,190,43,1.0766,1.0000,1.1204,1.2090,103.4061
191,41,190,41,0.6402,0.0000,0.2189,5.1850,6.0440
191,41,192,41,0.4120,1.0000,1.7633,0.6781,102.8534
191,41,191,40,0.4120,0.0000,1.6373,5.8586,7.9079
191,41,191,42,0.6402,1.0000,0.3756,0.6959,101.7116
191,41,190,40,0.7920,0.0000,0.8965,8.3017,9.9902
191,41,192,40,0.1414,0.0000,1.9976,3.1807,5.3197
191,41,192,42,0.7920,1.0000,1.0943,3.1010,104.9873
190,41,189,41,0.6660,0.0000,0.2154,7.7316,8.6130
190,41,190,40,0.1000,0.0000,1.6301,8.3017,10.0318
190,41,191,40,0.6929,0.0000,1.9955,5.8586,8.5471
190,41,191,42,1.0766,1.0000,1.1108,0.6959,102.8833
189,41,188,42,0.7920,1.0000,0.0078,6.9811,107.7809
189,41,190,40,0.7920,0.0000,1.9946,8.3017,11.0883
188,42,187,42,0.1000,0.0000,0.2105,9.4589,9.7694
188,42,188,43,0.1000,1.0000,0.3863,3.8203,104.3066
188,42,187,43,0.1414,1.0000,0.0076,6.3367,106.4858
188,42,189,43,0.1414,1.0000,1.1243,1.6286,102.8944
192,40,191,40,0.1000,0.0000,0.2294,5.8586,6.1880
192,40,193,40,0.1000,1.0000,1.7431,0.6699,102.5131
192,40,192,39,0.1000,0.0000,1.6692,6.1634,7.9326
192,40,192,41,0.1000,1.0000,0.3539,0.6781,101.1320
192,40,191,39,0.1414,0.0000,0.9309,8.8366,9.9089
192,40,193,39,0.1414,0.0000,1.9995,3.5611,5.7020
192,40,193,41,0.1414,1.0000,1.0691,2.4796,103.6901
191,40,190,40,0.4955,0.0000,0.2235,8.3017,9.0207
191,40,191,39,0.1000,0.0000,1.6566,8.8366,10.5932
191,40,192,39,0.6307,0.0000,1.9986,6.1634,8.7927
191,40,192,41,0.7247,1.0000,1.0829,0.6781,102.4857
190,40,191,39,0.7920,0.0000,1.9976,8.8366,11.6262
187,42,187,43,0.1000,1.0000,0.3853,6.3367,106.8220
187,42,186,43,0.1414,1.0000,0.0069,8.7649,108.9132
187,42,188,43,0.1414,1.0000,1.1243,3.8203,105.0860
193,39,192,39,0.1000,0.0000,0.2569,6.1634,6.5203
193,39,194,39,0.1000,1.0000,1.6921,0.9469,102.7390
193,39,193,38,0.1000,0.0000,1.7218,6.3161,8.1379
193,39,193,40,0.1000,1.0000,0.3308,0.6699,101.1008
193,39,192,38,0.1414,0.0000,0.9679,9.1278,10.2371
193,39,194,38,0.1414,0.0000,1.9986,3.3674,5.5074
193,39,194,40,0.1414,1.0000,1.0321,2.4589,103.6325
192,39,191,39,0.4955,0.0000,0.2458,8.8366,9.5778
192,39,192,38,0.1000,0.0000,1.6840,9.1278,10.9118
192,39,193,38,0.6307,0.0000,1.9998,6.3161,8.9465
192,39,193,40,0.7247,1.0000,1.0523,0.6699,102.4469
191,39,192,38,0.7920,0.0000,1.9995,9.1278,11.9193
194,38,193,38,0.1000,0.0000,0.3079,6.3161,6.7240
194,38,195,38,0.1000,1.0000,1.6426,0.5424,102.2850
194,38,194,37,0.1000,0.0000,1.7662,6.0454,7.9116
194,38,194,39,0.1000,1.0000,0.2782,0.9469,101.3251
194,38,193,37,0.1414,0.0000,1.0527,9.0217,10.2159
194,38,195,37,0.1414,0.0000,1.9859,2.9330,5.0604
194,38,195,39,0.1414,1.0000,0.9473,2.2994,103.3881
193,38,192,38,0.4955,0.0000,0.2705,9.1278,9.8938
193,38,193,37,0.1000,0.0000,1.7434,9.0217,10.8651
193,38,194,37,0.6307,0.0000,1.9962,6.0454,8.6722
193,38,194,39,0.7247,1.0000,0.9790,0.9469,102.6505
192,38,193,37,0.7920,0.0000,1.9986,9.0217,11.8123
195,37,194,37,0.1000,0.0000,0.3574,6.0454,6.5028
195,37,196,37,0.1000,1.0000,1.5405,0.9473,102.5878
195,37,195,36,0.1000,0.0000,1.8414,5.0757,7.0171
195,37,195,38,0.1000,1.0000,0.2338,0.5424,100.8762
195,37,194,36,0.1414,0.0000,1.1672,8.3878,9.6964
195,37,196,36,0.1414,0.0000,1.9649,1.6598,3.7661
195,37,196,38,0.1414,1.0000,0.8745,2.8586,103.8745
194,37,193,37,0.4955,0.0000,0.3312,9.0217,9.8484
194,37,194,36,0.1000,0.0000,1.8154,8.3878,10.3032
194,37,195,36,0.6307,0.0000,1.9771,5.0757,7.6835
194,37,195,38,0.7247,1.0000,0.9125,0.5424,102.1797
193,37,194,36,0.7920,0.0000,1.9859,8.3878,11.1658
196,36,195,36,0.1000,0.0000,0.4595,5.0757,5.6352
196,36,197,36,0.1000,1.0000,1.4469,1.9128,103.4597
196,36,196,35,0.1000,0.0000,1.9206,3.4265,5.4471
196,36,196,37,0.1000,1.0000,0.1586,0.9473,101.2060
196,36,195,35,0.1414,0.0000,1.3166,7.0323,8.4903
196,36,197,35,0.1414,0.0000,1.8996,1.0968,3.1378
196,36,197,37,0.1414,1.0000,0.7375,4.0007,104.8795
195,36,194,36,0.4955,0.0000,0.4210,8.3878,9.3043
195,36,195,35,0.1000,0.0000,1.8946,7.0323,9.0269
195,36,196,35,0.6307,0.0000,1.9271,3.4265,5.9843
195,36,196,37,0.7247,1.0000,0.7872,0.9473,102.4593
194,36,195,35,0.7920,0.0000,1.9486,7.0323,9.7729
197,35,196,35,0.1000,0.0000,0.6095,3.4265,4.1360
197,35,198,35,0.1000,1.0000,1.3272,4.0636,105.4908
197,35,197,34,0.1000,0.0000,1.9664,1.0479,3.1143
197,35,197,36,0.1000,1.0000,0.1054,1.9128,102.1182
197,35,196,34,0.1414,0.0000,1.5017,4.8085,6.4516
197,35,198,34,0.1414,0.0000,1.8229,3.1278,5.0921
197,35,198,36,0.1414,1.0000,0.6252,5.5863,106.3529
196,35,195,35,0.4955,0.0000,0.5531,7.0323,8.0809
196,35,196,34,0.1000,0.0000,1.9664,4.8085,6.8749
196,35,195,34,0.6307,0.0000,1.4368,8.5928,10.6603
196,35,197,34,0.6307,0.0000,1.8650,1.0479,3.5436
196,35,197,36,0.7247,1.0000,0.6834,1.9128,103.3209
197,34,196,34,0.4955,0.0000,0.7431,4.8085,6.0471
197,34,198,34,0.4955,1.0000,1.1800,3.1278,104.8033
197,34,197,33,0.1000,0.0000,1.9952,1.5891,3.6843
197,34,196,33,0.6307,0.0000,1.6346,5.5747,7.8400
197,34,198,33,0.6307,0.0000,1.7728,2.4439,4.8474
197,34,198,35,0.7247,1.0000,0.5632,4.0636,105.3515
195,35,195,34,0.4693,0.0000,1.9449,8.5928,11.0071
195,35,196,34,0.7920,0.0000,1.8650,4.8085,7.4655
196,34,195,34,0.4693,0.0000,0.6728,8.5928,9.7349
196,34,196,33,0.4693,0.0000,1.9952,5.5747,8.0393
196,34,195,33,0.1414,0.0000,1.6346,9.5724,11.3484
196,34,197,33,0.7920,0.0000,1.7728,1.5891,4.1539
198,34,199,34,0.1000,1.0000,1.1800,6.9115,108.1915
198,34,198,33,0.1000,0.0000,1.9952,2.4439,4.5391
198,34,198,35,0.1000,1.0000,0.0551,4.0636,104.2186
198,34,197,33,0.1414,0.0000,1.6346,1.5891,3.3651
198,34,199,33,0.1414,0.0000,1.7728,6.4358,8.3501
198,34,199,35,0.1414,1.0000,0.4983,7.9512,108.5909
197,33,196,33,0.1000,0.0000,0.9023,5.5747,6.5770
197,33,198,33,0.1000,1.0000,1.0977,2.4439,103.6416
197,33,197,32,0.1000,0.0000,1.9971,1.6488,3.7459
197,33,196,32,0.1414,0.0000,1.7586,5.6294,7.5294
197,33,198,32,0.1414,0.0000,1.6516,2.3973,4.1903
198,33,199,33,0.4459,1.0000,1.0977,6.4358,107.9795
198,33,198,32,0.4459,0.0000,1.9971,2.3973,4.8404
198,33,197,32,0.7375,0.0000,1.7586,1.6488,4.1448
198,33,199,32,0.1414,0.0000,1.6516,6.3856,8.1786
198,33,199,34,0.7375,1.0000,0.4318,6.9115,108.0807
196,33,195,33,0.4459,0.0000,0.9023,9.5724,10.9206
196,33,196,32,0.4459,0.0000,1.9971,5.6294,8.0725
196,33,195,32,0.1414,0.0000,1.7586,9.6261,11.5261
196,33,195,34,0.7375,1.0000,0.1004,8.5928,109.4308
196,33,197,32,0.7375,0.0000,1.6516,1.6488,4.0379
195,34,195,33,0.4459,0.0000,1.9952,9.5724,12.0135
197,32,196,32,0.1000,0.0000,1.0756,5.6294,6.8050
197,32,198,32,0.1000,1.0000,0.9244,2.3973,103.4217
197,32,197,31,0.1000,0.0000,1.9697,1.1877,3.2574
197,32,196,31,0.1414,0.0000,1.8585,4.9504,6.9503
197,32,198,31,0.1414,0.0000,1.5834,3.0154,4.7402
198,32,199,32,0.4459,1.0000,0.9244,6.3856,107.7559
198,32,198,31,0.4459,0.0000,1.9868,3.0154,5.4482
198,32,197,31,0.7375,0.0000,1.8585,1.1877,3.7837
198,32,199,31,0.1414,0.0000,1.5834,6.8036,8.5284
198,32,199,33,0.7375,1.0000,0.3654,6.4358,107.5387
196,32,195,32,0.4459,0.0000,1.0756,9.6261,11.1476
196,32,196,31,0.4459,0.0000,1.9697,4.9504,7.3660
196,32,195,31,0.1414,0.0000,1.8969,8.7612,10.7996
196,32,195,33,0.7375,1.0000,0.2272,9.5724,110.5371
196,32,197,31,0.7375,0.0000,1.5128,1.1877,3.4381
197,31,196,31,0.1000,0.0000,1.2444,4.9504,6.2948
197,31,198,31,0.1000,1.0000,0.8382,3.0154,103.9536
197,31,197,30,0.1000,0.0000,1.9469,1.0540,3.1009
197,31,196,30,0.1414,0.0000,1.9277,3.5993,5.6685
197,31,198,30,0.1414,0.0000,1.4422,3.8965,5.4800
199,33,199,32,0.1000,0.0000,1.9971,6.3856,8.4827
199,33,199,34,0.1000,1.0000,0.0163,6.9115,107.0278
195,33,195,32,0.1000,0.0000,1.9971,9.6261,11.7232
198,31,199,31,0.4459,1.0000,0.8382,6.8036,108.0877
198,31,198,30,0.4459,0.0000,1.9469,3.8965,6.2893
198,31,197,30,0.7375,0.0000,1.8969,1.0540,3.6885
198,31,199,30,0.1414,0.0000,1.5128,7.8039,9.4581
198,31,199,32,0.7375,1.0000,0.2414,6.3856,107.3645
196,31,195,31,0.4459,0.0000,1.3216,8.7612,10.5288
196,31,196,30,0.4459,0.0000,1.9199,3.5993,5.9652
196,31,195,30,0.1414,0.0000,1.9516,7.1928,9.2858
196,31,195,32,0.7375,1.0000,0.3484,9.6261,110.7120
196,31,197,30,0.7375,0.0000,1.4422,1.0540,3.2337
199,32,199,31,0.1000,0.0000,1.9868,6.8036,8.8904
197,30,196,30,0.1000,0.0000,1.3921,3.5993,5.0914
197,30,198,30,0.1000,1.0000,0.6784,3.8965,104.6749
197,30,197,29,0.1000,0.0000,1.8902,1.7527,3.7429
197,30,196,29,0.1414,0.0000,1.9693,1.7826,3.8934
197,30,198,29,0.1414,0.0000,1.3732,5.4147,6.9293
196,30,195,30,0.4459,0.0000,1.4555,7.1928,9.0943
196,30,196,29,0.4459,0.0000,1.8592,1.7826,4.0878
196,30,195,29,0.1414,0.0000,1.9821,5.1535,7.2770
196,30,195,31,0.7375,1.0000,0.5578,8.7612,110.0566
196,30,197,29,0.7375,0.0000,1.3074,1.7527,3.7976
195,32,195,31,0.1000,0.0000,1.9469,8.7612,10.8081
198,30,199,30,0.4459,1.0000,0.7556,7.8039,109.0054
198,30,198,29,0.4459,0.0000,1.9199,5.4147,7.7805
198,30,197,29,0.7375,0.0000,1.9516,1.7527,4.4418
198,30,199,29,0.1414,0.0000,1.3732,9.0501,10.5647
198,30,199,31,0.7375,1.0000,0.1878,6.8036,107.7289
196,29,195,29,0.4459,0.0000,1.5611,5.1535,7.1606
196,29,197,29,0.5502,1.0000,0.5445,1.7527,102.8475
196,29,196,28,0.4459,0.0000,1.8277,0.9323,3.2059
196,29,195,28,0.1414,0.0000,1.9907,2.9545,5.0866
196,29,195,30,0.7375,1.0000,0.6926,7.1928,108.6229
196,29,197,28,0.7375,0.0000,1.2457,3.8825,5.8657
199,31,199,30,0.1000,0.0000,1.9697,7.8039,9.8735
197,29,198,29,0.1000,1.0000,0.6079,5.4147,106.1226
197,29,197,28,0.1000,0.0000,1.8592,3.8825,5.8417
197,29,196,28,0.1414,0.0000,1.9821,0.9323,3.0558
197,29,198,28,0.1414,0.0000,1.2457,7.2262,8.6133
195,31,195,30,0.1000,0.0000,1.8902,7.1928,9.1831
196,28,195,28,0.4459,0.0000,1.6044,2.9545,5.0049
196,28,197,28,0.5502,1.0000,0.4883,3.8825,104.9211
196,28,196,27,0.4459,0.0000,1.7665,2.9175,5.1300
196,28,195,27,0.1414,0.0000,1.9990,0.4367,2.5771
196,28,195,29,0.7375,1.0000,0.8115,5.1535,106.7025
196,28,197,27,0.7375,0.0000,1.1359,6.0355,7.9089
196,28,195,28,0.4459,0.0000,1.6044,2.9545,5.0049
196,28,197,28,0.5502,1.0000,0.4883,3.8825,104.9211
196,28,196,27,0.4459,0.0000,1.7665,2.9175,5.1300
196,28,195,27,0.1414,0.0000,1.9990,0.4367,2.5771
196,28,195,29,0.7375,1.0000,0.8115,5.1535,106.7025
196,28,197,27,0.7375,0.0000,1.1359,6.0355,7.9089
195,30,195,29,0.1000,0.0000,1.8277,5.1535,7.0813
195,30,194,29,0.1414,0.0000,1.9907,8.4018,10.5339
198,29,199,29,0.4459,1.0000,0.6079,9.0501,110.1039
198,29,198,28,0.4459,0.0000,1.8592,7.2262,9.5313
198,29,197,28,0.7375,0.0000,1.9693,3.8825,6.5894
198,29,199,30,0.7375,1.0000,0.1415,7.8039,108.6829
195,28,194,28,0.1000,0.0000,1.6753,5.8837,7.6590
195,28,195,27,0.1000,0.0000,1.7376,0.4367,2.2743
195,28,195,29,0.1000,1.0000,0.1723,5.1535,105.4258
195,28,194,27,0.1414,0.0000,2.0000,3.1019,5.2433
195,28,194,29,0.1414,1.0000,0.8641,8.4018,109.4073
195,28,196,27,0.1414,0.0000,1.0879,2.9175,4.1468
195,29,194,29,0.1000,0.0000,1.6044,8.4018,10.1062
195,29,194,28,0.1414,0.0000,1.9990,5.8837,8.0242
195,27,194,27,0.1000,0.0000,1.7042,3.1019,4.9061
195,27,196,27,0.1000,1.0000,0.3578,2.9175,103.3753
195,27,195,26,0.1000,0.0000,1.7100,2.5653,4.3754
195,27,194,26,0.1414,0.0000,1.9995,0.7593,2.9002
195,27,194,28,0.1414,1.0000,0.9559,5.8837,106.9811
195,27,196,26,0.1414,0.0000,1.0441,5.4556,6.6410
199,30,199,29,0.1000,0.0000,1.9199,9.0501,11.0700
197,28,198,28,0.1000,1.0000,0.4883,7.2262,107.8145
197,28,197,27,0.1000,0.0000,1.7967,6.0355,7.9321
197,28,196,27,0.1414,0.0000,1.9961,2.9175,5.0551
197,28,198,27,0.1414,0.0000,1.1885,9.2795,10.6094
197,28,198,28,0.1000,1.0000,0.4883,7.2262,107.8145
197,28,197,27,0.1000,0.0000,1.7967,6.0355,7.9321
197,28,196,27,0.1414,0.0000,1.9961,2.9175,5.0551
197,28,198,27,0.1414,0.0000,1.1885,9.2795,10.6094
194,26,193,26,0.1000,0.0000,1.7715,2.9424,4.8139
194,26,195,26,0.1000,1.0000,0.2958,2.5653,102.9612
194,26,194,25,0.1000,0.0000,1.6594,2.9895,4.7489
194,26,194,27,0.1000,1.0000,0.2900,3.1019,103.4919
194,26,193,25,0.1414,0.0000,1.9923,0.5309,2.6646
194,26,193,27,0.1414,1.0000,1.0322,5.9371,107.1107
194,26,195,25,0.1414,0.0000,0.9678,5.4685,6.5777
196,27,197,27,0.4955,1.0000,0.3956,6.0355,106.9266
196,27,196,26,0.1000,0.0000,1.7376,5.4556,7.2931
196,27,195,26,0.6307,0.0000,2.0000,2.5653,5.1960
196,27,197,26,0.6307,0.0000,1.0879,8.4721,10.1906
194,27,193,27,0.1000,0.0000,1.7295,5.9371,7.7666
194,27,194,28,0.1000,1.0000,0.2624,5.8837,106.2462
194,27,193,26,0.1414,0.0000,1.9954,2.9424,5.0792
194,27,193,28,0.1414,1.0000,0.9959,8.7557,109.8930
194,27,195,26,0.1414,0.0000,1.0041,2.5653,3.7109
198,28,198,27,0.4459,0.0000,1.8277,9.2795,11.5532
198,28,197,27,0.7375,0.0000,1.9907,6.0355,8.7637
198,28,199,29,0.7375,1.0000,0.0723,9.0501,109.8599
195,26,196,26,0.4955,1.0000,0.3247,5.4556,106.2758
195,26,195,25,0.1000,0.0000,1.6840,5.4685,7.2525
195,26,194,25,0.6307,0.0000,1.9979,2.9895,5.6180
195,26,196,25,0.6307,0.0000,1.0041,8.2183,9.8531
193,25,192,25,0.1000,0.0000,1.8046,2.2125,4.1171
193,25,194,25,0.1000,1.0000,0.2482,2.9895,103.3377
193,25,193,24,0.1000,0.0000,1.5939,3.4517,5.1455
193,25,193,26,0.1000,1.0000,0.3638,2.9424,103.4062
193,25,192,24,0.1414,0.0000,1.9850,1.2220,3.3485
193,25,192,26,0.1414,1.0000,1.1235,5.3646,106.6295
193,25,194,24,0.1414,0.0000,0.8765,5.9821,7.0000
194,28,193,28,0.1000,0.0000,1.7042,8.7557,10.5599
194,28,194,29,0.4955,1.0000,0.2033,8.4018,109.1006
194,28,193,27,0.6307,0.0000,1.9995,5.9371,8.5672
193,26,192,26,0.1000,0.0000,1.7890,5.3646,7.2536
193,26,193,27,0.4955,1.0000,0.3160,5.9371,106.7486
193,26,192,25,0.6307,0.0000,1.9888,2.2125,4.8320
193,26,192,27,0.6307,1.0000,1.0957,8.4843,110.2107
193,26,194,25,0.7247,0.0000,0.9346,2.9895,4.6488
197,27,198,27,0.4693,1.0000,0.4389,9.2795,110.1877
197,27,197,26,0.4693,0.0000,1.7665,8.4721,10.7079
197,27,196,26,0.7920,0.0000,1.9990,5.4556,8.2466
194,25,195,25,0.4955,1.0000,0.2705,5.4685,106.2345
194,25,194,24,0.1000,0.0000,1.6144,5.9821,7.6965
194,25,193,24,0.6307,0.0000,1.9888,3.4517,6.0712
194,25,195,24,0.6307,0.0000,0.9346,8.4575,10.0228
196,26,197,26,0.4693,1.0000,0.3578,8.4721,109.2992
196,26,196,25,0.4693,0.0000,1.7100,8.2183,10.3977
196,26,195,25,0.7920,0.0000,1.9995,5.4685,8.2600
192,24,191,24,0.1000,0.0000,1.8422,1.3284,3.2706
192,24,193,24,0.1000,1.0000,0.1954,3.4517,103.7471
192,24,192,23,0.1000,0.0000,1.5564,4.4312,6.0876
192,24,192,25,0.1000,1.0000,0.4061,2.2125,102.7186
192,24,191,23,0.1414,0.0000,1.9725,2.3999,4.5138
192,24,191,25,0.1414,1.0000,1.1941,4.5151,105.8507
